rosbagTimestamp,linear,x,y,z,angular,x,y,z
1599930911898058140,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930911932344616,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930911982691628,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912032458268,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912082494658,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912132598897,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912182752700,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912232712182,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912282821892,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912333117099,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912383056452,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912433088988,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912483092221,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912533244551,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912583403236,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912633476793,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912683566323,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912733581431,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912783641075,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912833877386,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912883892333,,-0.0,0.0,0.0,,0.0,0.0,-0.0207125732675
1599930912923424204,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930912973344215,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913023528516,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913073707125,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913123709870,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913163245774,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913213802135,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913263488531,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913315135772,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913363671642,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913413883129,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913424503420,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913474574505,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913488427292,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913539612686,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913588810763,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913614519943,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913632541550,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913656538780,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1599930913664497880,,-0.0,0.0,0.0,,0.0,0.0,-0.0
