rosbagTimestamp,position,x,y,z,orientation,x,y,z,w
1599930707584799013,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707584808518,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707584817208,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707584821022,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707584824818,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707584828108,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707584845304,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707584856339,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707584862928,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707585211912,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707585314203,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707585435649,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707585524344,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707585622526,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707585734291,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707585742219,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707585849498,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707585963406,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586013833,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586021876,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586126468,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586145704,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586232370,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586322923,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586435659,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586529217,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586568964,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586679380,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586687468,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586755921,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586765320,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586769532,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586884317,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707586892349,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587000418,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587018553,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587092442,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587130990,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587138806,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587187178,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587240136,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587277690,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587386583,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587460286,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587468330,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587578928,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587621121,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587628675,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587635255,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587650913,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587700613,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587748086,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587823814,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587859965,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707587912869,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707588015277,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707588041611,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707588089195,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930707588125180,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
