rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,pose,pose,position,x,y,z,orientation,x,y,z,w,covariance,twist,twist,linear,x,y,z,angular,x,y,z,covariance
1599930493185086943,,28605,,1599930493,176668406,"""odom""","""base_link""",,,,-0.298597423929,-1.21700995256,0.269654128852,,-0.000501700197829,-0.00202677974754,-0.630010128196,0.776584109309,"[28.734352150137788, 2.986642341474456e-06, -3.5066337965602295e-06, -5.054467517793157e-29, 8.721320674995095e-24, 1.0981607820888966e-20, 2.9866423414744758e-06, 28.73433775050947, 4.19443898695336e-06, 3.948857629642364e-28, -4.139163022926634e-23, 2.313868082668037e-21, -3.5066337965602426e-06, 4.1944389869532574e-06, 34.478031730592186, 1.0528108070538168e-25, -1.1222734318426543e-20, 3.8902627484214183e-28, -5.054467517793157e-29, 3.9488576296423646e-28, 1.0528108070538168e-25, 0.0002242694432325141, -1.1165822322363254e-19, -3.658148163145772e-14, 8.721320674995095e-24, -4.139163022926634e-23, -1.1222734318426542e-20, -1.1165822322249239e-19, 0.00022426944323233503, -4.0945279463111804e-17, 1.0981607820888966e-20, 2.313868082668037e-21, 3.8902627484214183e-28, -3.658148163145772e-14, -4.0945279463111866e-17, 0.0004485378796687532]",,,,5.97957837467e-10,0.0,0.0,,-0.00142130581723,-0.00146399897439,-0.00124603705967,"[0.0006249366221828539, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006249366221828539, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007029326199079358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.487787826767353e-05, 3.144974795514694e-26, 4.692161166243316e-24, 0.0, 0.0, 0.0, 3.1449747955146953e-26, 7.487787826767353e-05, 5.059626387805249e-24, 0.0, 0.0, 0.0, 4.692161166243316e-24, 5.0596263878052505e-24, 0.00014889143956448942]"
1599930493205113894,,28606,,1599930493,182192802,"""odom""","""base_link""",,,,-0.298597423929,-1.21700995257,0.269654128852,,0.000371150889436,-0.00106393420418,-0.630016193572,0.776581178067,"[28.734628687793176, 2.9866420700440807e-06, -3.506626000836943e-06, 9.626952802206205e-27, 1.6464611362173335e-24, 2.067194329380162e-21, 2.9866420700441e-06, 28.734614288164135, 4.1944599081712295e-06, 2.084639367726417e-27, -7.814262378757676e-24, 4.3554574564377045e-22, -3.5066260008369557e-06, 4.194459908171127e-06, 34.478363509177896, 1.4572944520283917e-26, -2.1125932592581587e-21, 7.016625206162473e-30, 9.626952802206207e-27, 2.0846393677264177e-27, 1.4572944520283914e-26, 9.99997435919392e-10, -1.0256135318770953e-25, -5.977793880653995e-21, 1.646461136217334e-24, -7.814262378757676e-24, -2.1125932592581584e-21, -1.0256135318927473e-25, 9.99997435919302e-10, -2.4816425285606282e-23, 2.0671943293801616e-21, 4.355457456437704e-22, 7.016625206162462e-30, -5.977793880653994e-21, -2.4816425285606282e-23, 9.999987179563357e-10]",,,,7.3205674164e-10,0.0,0.0,,-0.00140304810669,-0.00106291399738,-0.00152729283795,"[0.0007677970240031209, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007677970240031209, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0009293259018056209, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2173278994308995e-07, 2.585611221296254e-21, 1.4525280092327311e-18, 0.0, 0.0, 0.0, 2.5856112212962538e-21, 1.2173278994309056e-07, 3.4113596088308835e-19, 0.0, 0.0, 0.0, 1.452528009232732e-18, 3.4113596088308845e-19, 1.2178956915309663e-07]"
1599930493225221736,,28607,,1599930493,221192837,"""odom""","""base_link""",,,,-0.298597423919,-1.21700995261,0.269654128852,,0.00118949844883,9.70959371279e-05,-0.630032677837,0.776567705048,"[28.736582640108097, 2.986640648273945e-06, -3.5076796405983603e-06, 3.893875207999801e-32, 1.1203885345117773e-29, 2.0528494147949586e-26, 2.9866406482739647e-06, 28.736568240476466, 4.1951591791805835e-06, 1.1569264666934186e-32, -5.315987244343547e-29, 4.325009870508458e-27, -3.507679640598373e-06, 4.195159179180481e-06, 34.480707940563896, 2.5164361752243773e-30, -4.1958196128850665e-26, 3.44498543818145e-33, 3.8938752079998015e-32, 1.1569264666934187e-32, 2.5164361752243773e-30, 9.999991453014942e-10, 1.3213011559319498e-31, -9.525147203574051e-26, 1.1203885345117773e-29, -5.315987244343547e-29, -4.1958196128850665e-26, 1.3213011559524789e-31, 9.999991453014942e-10, -1.0730890247294818e-28, 2.052849414794959e-26, 4.325009870508457e-27, 3.444985438181444e-33, -9.525147203574048e-26, -1.0730890247293417e-28, 9.999995726503481e-10]",,,,1.67874141415e-09,0.0,0.0,,0.00135640135315,0.000474395238344,-0.00125961351534,"[0.001804449243610136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001804449243610136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002570909985234132, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2180873704502766e-07, 4.517797859669433e-27, 1.1842653217351364e-24, 0.0, 0.0, 0.0, 4.517797859669432e-27, 1.2180873704502766e-07, 9.174219966445377e-25, 0.0, 0.0, 0.0, 1.1842653217351364e-24, 9.17421996644538e-25, 1.2182775336214015e-07]"
1599930493245270953,,28608,,1599930493,234192848,"""odom""","""base_link""",,,,-0.298597423926,-1.21700995258,0.269654128852,,0.00149515636473,-0.00117021224398,-0.630027258278,0.776570697964,"[28.737231654788385, 2.9866426404273184e-06, -3.5073441462893834e-06, 1.3144050151644176e-34, -8.524022054223904e-30, 1.226542247771337e-26, 2.9866426404273383e-06, 28.737217255154754, 4.194857804098506e-06, -6.639016549021702e-34, 4.046702843729133e-29, 2.5836004992674237e-27, -3.507344146289397e-06, 4.194857804098403e-06, 34.481486798448984, 4.10245341299955e-31, -2.5069124663902855e-26, -3.352540485134256e-34, 1.3144050151644182e-34, -6.6390165490217e-34, 4.102453412999549e-31, 9.999974359129776e-10, -5.301319712332379e-31, 1.3196435985021979e-25, -8.524022054223903e-30, 4.0467028437291327e-29, -2.506912466390285e-26, -5.301319711850207e-31, 9.999974359129776e-10, 1.6917229744859517e-29, 1.2265422477713375e-26, 2.5836004992674237e-27, -3.3525404851342575e-34, 1.3196435985021988e-25, 1.6917229744853197e-29, 9.999987179531678e-10]",,,,9.05552767894e-10,0.0,0.0,,0.00113937803113,0.000701313353294,0.000700855414653,"[0.0009814097509076008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0009814097509076008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012553275439493568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2173279039523825e-07, -1.6013985268169703e-26, -4.646491590045031e-24, 0.0, 0.0, 0.0, -1.6013985268169695e-26, 1.2173279039523825e-07, 2.4294871866462816e-24, 0.0, 0.0, 0.0, -4.646491590045032e-24, 2.4294871866462805e-24, 1.21789732615772e-07]"
1599930493265454164,,28609,,1599930493,248192787,"""odom""","""base_link""",,,,-0.298597423922,-1.2170099526,0.269654128852,,0.000437336850791,-0.000262752094764,-0.630026466294,0.776573493925,"[28.737932911557298, 2.9866420239703012e-06, -3.507659486398671e-06, -5.289752904351818e-36, -4.891051458683209e-31, 1.7463916197300965e-26, 2.986642023970321e-06, 28.737918511921904, 4.194828131039647e-06, 2.2767140837305576e-35, 2.3218594672817936e-30, 3.678814916403871e-27, -3.507659486398684e-06, 4.194828131039544e-06, 34.48232815568456, -3.5155688158258558e-31, -3.5694270079639446e-26, 1.1604667519330317e-35, -5.2897529043518186e-36, 2.276714083730558e-35, -3.5155688158258558e-31, 9.999976190487117e-10, -3.0545848190727823e-32, 3.221962123186022e-26, -4.8910514586832085e-31, 2.321859467281793e-30, -3.5694270079639446e-26, -3.054584820278998e-32, 9.99997619048712e-10, -2.3345714685495674e-28, 1.746391619730097e-26, 3.678814916403871e-27, 1.1604667519330314e-35, 3.221962123186023e-26, -2.334571468549567e-28, 9.999988095214877e-10]",,,,1.23611567211e-09,0.0,0.0,,0.00117751629239,0.000351037418318,0.000355392454174,"[0.0013515234562394849, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0013515234562394849, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018413233987741536, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2174091786366224e-07, -1.3174818624476015e-27, -1.7373352211940528e-25, 0.0, 0.0, 0.0, -1.317481862447601e-27, 1.2174091786366224e-07, 4.961451336218589e-24, 0.0, 0.0, 0.0, -1.7373352211940528e-25, 4.961451336218588e-24, 1.217938037122558e-07]"
1599930493285354589,,28610,,1599930493,273192883,"""odom""","""base_link""",,,,-0.298597423925,-1.21700995258,0.269654128852,,-0.0001902721934,-0.00170378071841,-0.630026117457,0.776572052195,"[28.739183281502754, 2.9866426460904727e-06, -3.5075000948792338e-06, -8.073637454911567e-27, -1.2589497553769876e-25, 4.097580725598204e-21, 2.9866426460904917e-06, 28.739168881870075, 4.194809540496822e-06, -1.6971441995682035e-27, 5.980462484606081e-25, 8.631980016749071e-22, -3.5075000948792465e-06, 4.194809540496718e-06, 34.48382849295594, -2.4482208629501786e-26, -4.187524517018521e-21, -4.207557650756817e-29, -8.073637454911566e-27, -1.6971441995682024e-27, -2.4482208629501783e-26, 9.999986667025958e-10, -3.938283489440423e-27, 1.3134237051739236e-21, -1.2589497553769878e-25, 5.980462484606082e-25, -4.187524517018522e-21, -3.9382834893017666e-27, 9.999986667025952e-10, -1.3971744973499422e-23, 4.097580725598204e-21, 8.63198001674907e-22, -4.207557650756817e-29, 1.3134237051739236e-21, -1.3971744973499416e-23, 9.99999333350336e-10]",,,,9.38241521938e-10,0.0,0.0,,0.0010200411121,0.000164946934176,-3.72453303226e-05,"[0.001042233409074071, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001042233409074071, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001369066289356214, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.217874524112013e-07, -9.208215531668799e-23, -8.985917659049677e-20, 0.0, 0.0, 0.0, -9.208215531668789e-23, 1.2178745241120165e-07, 3.162270967593293e-19, 0.0, 0.0, 0.0, -8.985917659049676e-20, 3.1622709675932935e-19, 1.2181704588104883e-07]"
1599930493305360673,,28611,,1599930493,286192894,"""odom""","""base_link""",,,,-0.298597423922,-1.2170099526,0.269654128852,,0.000769275502626,-0.00081440098166,-0.63002521093,0.776573871926,"[28.73983453262001, 2.986642691985857e-06, -3.5077920130093566e-06, 2.4725119960865705e-31, 2.133515405646777e-29, 2.2953957855700922e-26, 2.9866426919858768e-06, 28.739820132984363, 4.195102098516663e-06, 5.214595646971741e-32, -1.0089900670100382e-28, 4.8353596258935515e-27, -3.5077920130093684e-06, 4.195102098516559e-06, 34.484609877881375, -3.9871265810346306e-32, -4.691506746754816e-26, 3.962346483802757e-32, 2.4725119960865718e-31, 5.21459564697174e-32, -3.987126581034629e-32, 9.999974359129776e-10, 4.867141973279225e-31, -1.8816811546586698e-25, 2.1335154056467764e-29, -1.0089900670100383e-28, -4.691506746754817e-26, 4.867141973286515e-31, 9.999974359129776e-10, -9.352914440734565e-29, 2.2953957855700925e-26, 4.835359625893551e-27, 3.9623464838027547e-32, -1.88168115465867e-25, -9.352914440732918e-29, 9.999987179531676e-10]",,,,1.23816023817e-09,0.0,0.0,,-0.000193754845762,0.000984858412697,0.000508653533718,"[0.0013867203968955999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0013867203968955999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019147170847153032, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2173279037660964e-07, 2.997461763065994e-26, 8.087347416251854e-24, 0.0, 0.0, 0.0, 2.9974617630659934e-26, 1.2173279037660964e-07, 2.7450602425416005e-24, 0.0, 0.0, 0.0, 8.087347416251855e-24, 2.7450602425415998e-24, 1.2178973261353322e-07]"
1599930493325514654,,28612,,1599930493,312192917,"""odom""","""base_link""",,,,-0.298597423926,-1.21700995258,0.269654128852,,0.000693919932551,-0.000882351777378,-0.630016164845,0.776581207579,"[28.74113492759535, 2.986642793193463e-06, -3.507672942977817e-06, -2.740833427823728e-26, 2.6839072510261683e-25, 4.463107506584705e-21, 2.9866427931934827e-06, 28.741120527959666, 4.194889488651891e-06, -5.7844490849760884e-27, -1.2730945259270766e-24, 9.402203491299232e-22, -3.5076729429778286e-06, 4.194889488651788e-06, 34.48617021599475, -3.5927606078918145e-26, -4.561078374631314e-21, -1.0004402340829264e-28, -2.740833427823728e-26, -5.784449084976088e-27, -3.5927606078918145e-26, 9.999987179779987e-10, 1.6069191411229716e-26, 3.936819746724154e-21, 2.6839072510261683e-25, -1.2730945259270766e-24, -4.561078374631313e-21, 1.6069191411095565e-26, 9.999987179780033e-10, -2.6723240819314644e-23, 4.463107506584704e-21, 9.402203491299232e-22, -1.0004402340829265e-28, 3.936819746724154e-21, -2.672324081931465e-23, 9.99999358988107e-10]",,,,9.03954495601e-10,0.0,0.0,,0.00131154557275,0.00116707218298,0.00127404403505,"[0.0010292519145553738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0010292519145553738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0013425833032558536, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2178973184900927e-07, 4.773278875769273e-22, 2.141045715714448e-19, 0.0, 0.0, 0.0, 4.773278875769271e-22, 1.2178973184901112e-07, 8.23858237192244e-19, 0.0, 0.0, 0.0, 2.1410457157144487e-19, 8.238582371922445e-19, 1.2181816337045012e-07]"
1599930493345527760,,28613,,1599930493,338192940,"""odom""","""base_link""",,,,-0.298597423919,-1.21700995261,0.269654128852,,0.000611235315472,-0.00341088617837,-0.630005630161,0.776582834096,"[28.74243790483411, 2.9866425913134966e-06, -3.5086372092595787e-06, 2.1672596083321677e-32, 4.411810660250739e-30, 2.2317225338560696e-26, 2.9866425913135165e-06, 28.742423505194722, 4.1951154715472694e-06, 3.824826285340739e-33, -2.0960184296330655e-29, 4.701818587905699e-27, -3.5086372092595905e-06, 4.195115471547166e-06, 34.487733610477825, -1.5629800760338629e-30, -4.561380753814851e-26, -1.6953465661455262e-33, 2.167259608332167e-32, 3.824826285340737e-33, -1.5629800760338627e-30, 9.999987179532691e-10, 8.291786058620018e-32, -8.687081224666451e-27, 4.411810660250739e-30, -2.0960184296330655e-29, -4.5613807538148516e-26, 8.29178605910827e-32, 9.999987179532691e-10, -5.656505161901947e-29, 2.23172253385607e-26, 4.7018185879057e-27, -1.6953465661455916e-33, -8.687081224666441e-27, -5.65650516189986e-29, 9.99999358975779e-10]",,,,1.4889747369e-09,0.0,0.0,,0.00223382070889,-0.000312308872589,0.000508418500295,"[0.001723332381137097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001723332381137097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0024415588000914062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.217897326075435e-07, 3.1654996930642067e-27, 7.229339902112003e-25, 0.0, 0.0, 0.0, 3.1654996930642074e-27, 1.217897326075435e-07, 1.6339622107734732e-24, 0.0, 0.0, 0.0, 7.2293399021120035e-25, 1.6339622107734721e-24, 1.218182437236609e-07]"
1599930493390336524,,28614,,1599930493,356666565,"""odom""","""base_link""",,,,-0.298597423926,-1.21700995258,0.269654128852,,0.0013126310147,-0.00232719739283,-0.63000577968,0.776585847619,"[28.743361075748528, 2.9866468086131416e-06, -3.5086016714886347e-06, 1.1492745210235658e-29, 4.069024542485261e-24, 9.871483201175024e-21, 2.986646808613161e-06, 28.743346676113006, 4.195107396256448e-06, -5.452469344283504e-29, -1.931203024813459e-23, 2.079911174466274e-21, -3.5086016714886465e-06, 4.195107396256343e-06, 34.48884139028918, -2.8482655264848765e-26, -1.0088235716859774e-20, -5.651973197147163e-29, 1.1492745210235659e-29, -5.452469344283505e-29, -2.848265526484877e-26, 0.0001642094158150457, 2.7193399095819613e-20, -1.1420321071462868e-14, 4.0690245424852615e-24, -1.9312030248134596e-23, -1.0088235716859776e-20, 2.719339909583194e-20, 0.00016420941581501503, -2.770892545692874e-18, 9.871483201175024e-21, 2.079911174466274e-21, -5.651973197147162e-29, -1.1420321071462866e-14, -2.7708925456895404e-18, 0.0003284178279884123]",,,,5.89678271003e-10,0.0,0.0,,0.00194745735787,-0.000779719454814,0.000517785689666,"[0.0006904002789973669, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006904002789973669, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007643279590487271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.4857870180515325e-05, 1.336422465966572e-25, 1.2703048828137335e-23, 0.0, 0.0, 0.0, 1.336422465966572e-25, 5.4857870180515325e-05, 7.360557208321508e-24, 0.0, 0.0, 0.0, 1.2703048828137332e-23, 7.360557208321502e-24, 0.00010919515979996683]"
