rosbagTimestamp,position,x,y,z,orientation,x,y,z,w
1599930493166537973,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493166562221,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493166887514,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493166897015,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493166902460,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493166907836,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493166912056,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493166922094,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493166928833,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493166940140,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493166948214,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493167352590,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493167413197,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493168908833,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493168919668,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493168926333,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493168938440,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493168962548,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493168968031,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493168971643,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493168976387,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493168982431,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493168992431,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493168997624,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493169001634,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493169006157,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493169013036,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493169019604,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493169023890,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493169031699,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493191168898,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493191177839,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493191181468,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493191184923,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930493191225108,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
