rosbagTimestamp,transforms,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1599930911900340124,,,0,,1599929918,445569306,"""base_link""","""chassis_link""",,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0,,1599929918,445580995,"""chassis_link""","""front_fender_link""",,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0,,1599929918,445584821,"""mid_mount""","""front_mount""",,,0.12,0.0,0.0,,0.0,0.0,0.0,1.0,,0,,1599929918,445585711,"""chassis_link""","""imu_link""",,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0,,1599929918,445586236,"""chassis_link""","""mid_mount""",,,0.0,0.0,0.184,,0.0,0.0,0.0,1.0,,0,,1599929918,445589936,"""chassis_link""","""navsat_link""",,,-0.18,0.126,0.1815,,0.0,0.0,0.0,1.0,,0,,1599929918,445590502,"""chassis_link""","""rear_fender_link""",,,0.0,0.0,0.0,,0.0,0.0,1.0,-1.03411553555e-13,,0,,1599929918,445591546,"""mid_mount""","""rear_mount""",,,-0.12,0.0,0.0,,0.0,0.0,0.0,1.0
