rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,goal_id,stamp,secs,nsecs,id,goal,target_pose,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1599930913244333086,,0,,1599930913,244236205,'',,,0,0,'',,,,41,,1599931347,676969374,"""odom""",,,-0.279223918915,1.72738289833,0.0,,0.0,0.0,0.971272206919,-0.237971216885
