rosbagTimestamp,position,x,y,z,orientation,x,y,z,w
1599930911899255387,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911899362585,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911899372547,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911899424893,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911899690744,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911899699727,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911899706852,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911899709712,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911900340261,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911900528187,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911900663146,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911900672081,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911900781870,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911900801269,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911900907756,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911900912442,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901000152,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901004351,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901175387,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901181386,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901186481,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901201378,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901292595,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901344699,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901525819,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901553813,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901896720,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901923612,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901970902,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901977521,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911901980520,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911902048191,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911902054074,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911902062870,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911902067946,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911902071065,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911902073916,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911902082264,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911902085392,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911902092561,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911902098171,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911902101399,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911902104211,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911902107143,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911904019432,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911904439519,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911904448293,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911904451971,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911904460787,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911904464190,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911904467485,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911904470733,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911904475325,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911904549679,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911906801876,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911906812313,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911906815555,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911906818600,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911906821739,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911906824600,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911906827244,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911906830569,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911906833324,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911906836135,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907460014,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907464807,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907467974,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907471232,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907478248,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907481597,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907484528,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907487430,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907491958,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907494870,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907558739,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907562848,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907602150,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907671754,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907791484,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907841470,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907938469,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911907999695,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599930911908048700,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
