rosbagTimestamp,position,x,y,z,orientation,x,y,z,w
1599932598264591378,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264603849,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264607826,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264611137,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264622468,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264626558,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264633727,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264636532,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264641429,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264644538,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264647832,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264651450,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264655754,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264660906,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264664188,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264756099,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264761517,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264764989,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264767846,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264772751,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264776210,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264779568,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264782486,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264786971,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264789782,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264792778,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598264795728,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265110935,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265124674,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265128092,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265130851,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265133683,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265136882,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265139524,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265227739,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265274617,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265343267,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265447613,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265456954,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265595438,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265612114,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265697451,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265705039,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265806850,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598265814531,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268042566,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268050677,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268054524,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268057982,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268064647,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268067880,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268070796,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268073692,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268080218,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268083024,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268085989,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268089153,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268094032,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268096827,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268099844,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268541374,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268549574,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268553062,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268555907,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268561537,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268564437,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268567275,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268570156,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268574917,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268578259,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598268581033,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289545736,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289562738,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289568869,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289574755,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289582566,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289596576,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289607535,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289612814,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289750466,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289777330,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289786283,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289790411,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289802051,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289806829,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289811791,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289816263,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289827725,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289831879,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289843125,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289847001,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289857633,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289861714,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289884263,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289925408,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289932172,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289939312,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289943484,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289947327,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289950932,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289958681,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289963374,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289967622,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289971122,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289975147,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289992609,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598289996943,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290003574,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290007609,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290015348,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290020379,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290033248,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290074959,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290080419,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290085820,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290091230,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290132794,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290137913,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290142661,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290147600,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290151482,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290156812,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290161622,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290167283,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290174787,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290180572,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290184671,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290188406,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290195521,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290200683,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290204052,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290213961,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290230198,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290236258,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290263495,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290268236,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290279305,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290283304,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290302428,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290306519,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290314148,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290318472,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290326141,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290330260,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290335393,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290352889,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290454817,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290461766,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290466555,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290470837,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290474624,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290478325,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290482375,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290486835,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290490544,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290495041,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290499547,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290504911,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290512311,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290517565,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290521425,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290529295,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290532757,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290538908,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290542571,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290550805,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290558792,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290562789,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290568090,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290571610,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290578185,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290581821,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
1599932598290587730,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
