rosbagTimestamp,transforms,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1599932598269405872,,,0,,1599932134,18619343,"""base_link""","""chassis_link""",,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0,,1599932134,18628987,"""chassis_link""","""front_fender_link""",,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0,,1599932134,18632049,"""mid_mount""","""front_mount""",,,0.12,0.0,0.0,,0.0,0.0,0.0,1.0,,0,,1599932134,18633081,"""chassis_link""","""imu_link""",,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0,,1599932134,18633603,"""chassis_link""","""mid_mount""",,,0.0,0.0,0.184,,0.0,0.0,0.0,1.0,,0,,1599932134,18637682,"""chassis_link""","""navsat_link""",,,-0.18,0.126,0.1815,,0.0,0.0,0.0,1.0,,0,,1599932134,18638365,"""chassis_link""","""rear_fender_link""",,,0.0,0.0,0.0,,0.0,0.0,1.0,-1.03411553555e-13,,0,,1599932134,18639086,"""mid_mount""","""rear_mount""",,,-0.12,0.0,0.0,,0.0,0.0,0.0,1.0
