rosbagTimestamp,linear,x,y,z,angular,x,y,z
1580779843852214806,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779843863706489,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779843913893388,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779843963921971,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844014078813,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844064286152,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844114285327,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844164477010,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844214586775,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844264721481,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844314520514,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844364709964,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844414686929,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844464886872,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844515034738,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844565169260,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844615082742,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844665482184,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844715333023,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844765557043,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844815579165,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844865815369,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844915759892,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779844965920956,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845015947169,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845066148495,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845116136329,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845166375900,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845216281280,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845266528833,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845316356648,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845366580010,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845416551785,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845466867982,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845516838377,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845567152959,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845616939569,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845667226092,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845717182380,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845767350512,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845817358323,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845867619651,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845917499536,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779845967780983,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779846017608897,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779846067932786,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779846117872641,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779846168079702,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779846218146722,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779846248449688,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779846256402248,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779846259389693,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779846264451332,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1580779846272403937,,0.0084990657866,0.0,0.0,,0.0,0.0,-0.0
1580779846291262791,,0.0254266649485,0.0,0.0,,0.0,0.0,-0.0
1580779846299280976,,0.0898546278477,0.0,0.0,,0.0,0.0,-0.0
1580779846312479234,,0.103418409824,0.0,0.0,,0.0,0.0,-0.0
1580779846315403804,,0.116982197762,0.0,0.0,,0.0,0.0,-0.0
1580779846320392480,,0.127155029774,0.0,0.0,,0.0,0.0,-0.0
1580779846323277722,,0.140718817711,0.0,0.0,,0.0,0.0,-0.0
1580779846328279790,,0.188164925575,0.0,0.0,,0.0,0.0,-0.0
1580779846336379575,,0.205119657516,0.0,0.0,,0.0,0.0,-0.0
1580779846339261928,,0.205119657516,0.0,0.0,,0.0,0.0,-0.0
1580779846344324725,,0.255983829498,0.0,0.0,,0.0,0.0,-0.0
1580779846355406506,,0.269547605515,0.0,0.0,,0.0,0.0,-0.0
1580779846363399830,,0.296675181389,0.0,0.0,,0.0,0.0,-0.0
1580779846368449361,,0.296675181389,0.0,0.0,,0.0,0.0,-0.0
1580779846371491948,,0.306820893288,0.0,0.0,,0.0,0.0,-0.0
1580779846379451746,,0.330557513237,0.0,0.0,,0.0,0.0,-0.0207125732675
1580779846387396414,,0.371248841286,0.0,0.0,,0.0,0.0,-0.044401717186
1580779846392357980,,0.381421685219,0.0,0.0,,0.0,0.0,-0.044401717186
1580779846395242752,,0.39837641716,0.0,0.0,,0.0,0.0,-0.0681383356452
1580779846400318558,,0.439067745209,0.0,0.0,,0.0,0.0,-0.0681383356452
1580779846403293776,,0.439067745209,0.0,0.0,,0.0,0.0,-0.0918749541044
1580779846419269268,,0.48312292099,0.0,0.0,,0.0,0.0,-0.14528234303
1580779846424282350,,0.48312292099,0.0,0.0,,0.0,0.0,-0.169018961489
1580779846427282369,,0.493295764923,0.0,0.0,,0.0,0.0,-0.169018961489
1580779846438492367,,0.510250473022,0.0,0.0,,0.0,0.0,-0.169018961489
1580779846443396405,,0.540769004822,0.0,0.0,,0.0,0.0,-0.169018961489
1580779846451342226,,0.554332780838,0.0,0.0,,0.0,0.0,-0.169018961489
1580779846459476771,,0.571287488937,0.0,0.0,,0.0,0.0,-0.169018961489
1580779846467472480,,0.571287488937,0.0,0.0,,0.0,0.0,-0.192755579948
1580779846472400974,,0.584851312637,0.0,0.0,,0.0,0.0,-0.192755579948
1580779846480640376,,0.594996976852,0.0,0.0,,0.0,0.0,-0.192755579948
1580779846499359101,,0.608560800552,0.0,0.0,,0.0,0.0,-0.192755579948
1580779846504335812,,0.608560800552,0.0,0.0,,0.0,0.0,-0.216492208838
1580779846512326183,,0.622124576569,0.0,0.0,,0.0,0.0,-0.216492208838
1580779846523365138,,0.632297420502,0.0,0.0,,0.0,0.0,-0.216492208838
1580779846573392098,,0.632297420502,0.0,0.0,,0.0,0.0,-0.216492208838
1580779846623468345,,0.632297420502,0.0,0.0,,0.0,0.0,-0.216492208838
1580779846673845078,,0.632297420502,0.0,0.0,,0.0,0.0,-0.216492208838
1580779846723759447,,0.632297420502,0.0,0.0,,0.0,0.0,-0.216492208838
1580779846774035681,,0.632297420502,0.0,0.0,,0.0,0.0,-0.216492208838
1580779846823910339,,0.632297420502,0.0,0.0,,0.0,0.0,-0.216492208838
1580779846827366763,,0.632297420502,0.0,0.0,,0.0,0.0,-0.240228816867
1580779846843450024,,0.632297420502,0.0,0.0,,0.0,0.0,-0.293588745594
1580779846893398110,,0.632297420502,0.0,0.0,,0.0,0.0,-0.293588745594
1580779846943549734,,0.632297420502,0.0,0.0,,0.0,0.0,-0.293588745594
1580779846955320392,,0.632297420502,0.0,0.0,,0.0,0.0,-0.317325353622
1580779847005439669,,0.632297420502,0.0,0.0,,0.0,0.0,-0.317325353622
1580779847055570103,,0.632297420502,0.0,0.0,,0.0,0.0,-0.317325353622
1580779847099350751,,0.632297420502,0.0,0.0,,0.0,0.0,-0.293588745594
1580779847107250848,,0.632297420502,0.0,0.0,,0.0,0.0,-0.275786268711
1580779847115270185,,0.632297420502,0.0,0.0,,0.0,0.0,-0.25803129375
1580779847123305503,,0.632297420502,0.0,0.0,,0.0,0.0,-0.23429466486
1580779847131372746,,0.632297420502,0.0,0.0,,0.0,0.0,-0.216492208838
1580779847139466012,,0.632297420502,0.0,0.0,,0.0,0.0,-0.192755579948
1580779847147496951,,0.632297420502,0.0,0.0,,0.0,0.0,-0.174953123927
1580779847168553417,,0.632297420502,0.0,0.0,,0.0,0.0,-0.103743268549
1580779847171422305,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0859408020973
1580779847179387765,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0622041836381
1580779847187423212,,0.632297420502,0.0,0.0,,0.0,0.0,-0.044401717186
1580779847195512870,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0207125732675
1580779847203356556,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847211384144,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847261403777,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847283423158,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847333779762,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847355362508,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847363447298,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847371463288,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847400376942,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847450583114,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847459449583,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847464365041,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847475557018,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847483510309,,0.632297420502,0.0,0.0,,0.0,0.0,-0.0
1580779847491272415,,0.632297420502,0.0,0.0,,0.0,0.0,6.1715207994e-05
1580779847507352552,,0.632297420502,0.0,0.0,,0.0,0.0,0.0237983349711
1580779847539370644,,0.642470216751,0.0,0.0,,0.0,0.0,0.0237983349711
1580779847589434057,,0.642470216751,0.0,0.0,,0.0,0.0,0.0237983349711
1580779847595297542,,0.642470216751,0.0,0.0,,0.0,0.0,0.0416007988155
1580779847645682787,,0.642470216751,0.0,0.0,,0.0,0.0,0.0416007988155
1580779847695610885,,0.642470216751,0.0,0.0,,0.0,0.0,0.0416007988155
1580779847745855995,,0.642470216751,0.0,0.0,,0.0,0.0,0.0416007988155
1580779847795827038,,0.642470216751,0.0,0.0,,0.0,0.0,0.0416007988155
1580779847846011769,,0.642470216751,0.0,0.0,,0.0,0.0,0.0416007988155
1580779847872338556,,0.642470216751,0.0,0.0,,0.0,0.0,0.0594032600522
1580779847883417780,,0.642470216751,0.0,0.0,,0.0,0.0,0.0890740305185
1580779847891257960,,0.642470216751,0.0,0.0,,0.0,0.0,0.142481429875
1580779847896252915,,0.656034040451,0.0,0.0,,0.0,0.0,0.142481429875
1580779847899343266,,0.669597816467,0.0,0.0,,0.0,0.0,0.172104729712
1580779847904338547,,0.669597816467,0.0,0.0,,0.0,0.0,0.249248737097
1580779847907350370,,0.669597816467,0.0,0.0,,0.0,0.0,0.272985345125
1580779847912298514,,0.669597816467,0.0,0.0,,0.0,0.0,0.302656126022
1580779847915295307,,0.669597816467,0.0,0.0,,0.0,0.0,0.320458582044
1580779847921766649,,0.679770612717,0.0,0.0,,0.0,0.0,0.344195210934
1580779847931333849,,0.679770612717,0.0,0.0,,0.0,0.0,0.367931818962
1580779847981506013,,0.679770612717,0.0,0.0,,0.0,0.0,0.367931818962
1580779848031470736,,0.679770612717,0.0,0.0,,0.0,0.0,0.367931818962
1580779848072304022,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848122726445,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848172504125,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848222820040,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848272692578,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848322810087,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848372978191,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848422939112,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848473037125,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848523233633,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848573212369,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848623397708,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848673442564,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848723595210,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848773695745,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848823823701,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848874106663,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848924031554,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779848974125332,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849024181150,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849074317535,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849124362475,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849174512237,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849224471384,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849278364210,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849324647258,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849374858523,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849425015286,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849475384081,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849525258830,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849575378610,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849625394943,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849675827310,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849725734209,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849775998259,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849825837760,,0.68994345665,0.0,0.0,,0.0,0.0,0.367931818962
1580779849848528750,,0.68994345665,0.0,0.0,,0.0,0.0,0.338261058927
1580779849898516228,,0.68994345665,0.0,0.0,,0.0,0.0,0.338261058927
1580779849948586578,,0.68994345665,0.0,0.0,,0.0,0.0,0.338261058927
1580779849987457929,,0.68994345665,0.0,0.0,,0.0,0.0,0.314524430037
1580779850037422160,,0.68994345665,0.0,0.0,,0.0,0.0,0.314524430037
1580779850059410890,,0.68994345665,0.0,0.0,,0.0,0.0,0.290787822008
1580779850091270824,,0.700116300583,0.0,0.0,,0.0,0.0,0.290787822008
1580779850141385865,,0.700116300583,0.0,0.0,,0.0,0.0,0.290787822008
1580779850191440256,,0.700116300583,0.0,0.0,,0.0,0.0,0.290787822008
1580779850241493160,,0.700116300583,0.0,0.0,,0.0,0.0,0.290787822008
1580779850291585689,,0.700116300583,0.0,0.0,,0.0,0.0,0.290787822008
1580779850312450077,,0.700116300583,0.0,0.0,,0.0,0.0,0.267051193118
1580779850360399828,,0.700116300583,0.0,0.0,,0.0,0.0,0.24331458509
1580779850410544660,,0.700116300583,0.0,0.0,,0.0,0.0,0.24331458509
1580779850460572509,,0.700116300583,0.0,0.0,,0.0,0.0,0.24331458509
1580779850491393472,,0.700116300583,0.0,0.0,,0.0,0.0,0.2195779562
1580779850539406831,,0.700116300583,0.0,0.0,,0.0,0.0,0.195841348171
1580779850584603801,,0.700116300583,0.0,0.0,,0.0,0.0,0.172104729712
1580779850611412574,,0.700116300583,0.0,0.0,,0.0,0.0,0.148415581882
1580779850629352695,,0.700116300583,0.0,0.0,,0.0,0.0,0.124678963423
1580779850674563619,,0.700116300583,0.0,0.0,,0.0,0.0,0.124678963423
1580779850725058084,,0.700116300583,0.0,0.0,,0.0,0.0,0.124678963423
1580779850771476309,,0.700116300583,0.0,0.0,,0.0,0.0,0.100942344964
1580779850811472543,,0.700116300583,0.0,0.0,,0.0,0.0,0.0772057265043
1580779850816527492,,0.700116300583,0.0,0.0,,0.0,0.0,0.0534691080451
1580779850827701030,,0.700116300583,0.0,0.0,,0.0,0.0,0.0237983349711
1580779850832289314,,0.700116300583,0.0,0.0,,0.0,0.0,6.1715207994e-05
1580779850843474409,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779850893576203,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779850943592510,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779850960411686,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851010573025,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851060552662,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851091421107,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851141473805,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851168365769,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851176409083,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851226622834,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851276562300,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851327054019,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851376751512,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851411345716,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851427634925,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851477493119,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851483380050,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851533784213,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851583670768,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851635221183,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851685046973,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851735376883,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851785378230,,0.700116300583,0.0,0.0,,0.0,0.0,-0.0
1580779851835650369,,0.710289144516,0.0,0.0,,0.0,0.0,-0.0
1580779851885399820,,0.710289144516,0.0,0.0,,0.0,0.0,-0.0
1580779851891277272,,0.710289144516,0.0,0.0,,0.0,0.0,-0.0
1580779851899439183,,0.710289144516,0.0,0.0,,0.0,0.0,-0.0
1580779851907439201,,0.710289144516,0.0,0.0,,0.0,0.0,-0.0
1580779851915455671,,0.710289144516,0.0,0.0,,0.0,0.0,-0.0
1580779851928492674,,0.710289144516,0.0,0.0,,0.0,0.0,-0.0
1580779851931368987,,0.710289144516,0.0,0.0,,0.0,0.0,-0.0
1580779851939308898,,0.723852920532,0.0,0.0,,0.0,0.0,6.1715207994e-05
1580779851947315583,,0.723852920532,0.0,0.0,,0.0,0.0,0.0237983349711
1580779851971429520,,0.733998632431,0.0,0.0,,0.0,0.0,0.0237983349711
1580779852021601568,,0.733998632431,0.0,0.0,,0.0,0.0,0.0237983349711
1580779852071607796,,0.733998632431,0.0,0.0,,0.0,0.0,0.0237983349711
1580779852110588981,,0.733998632431,0.0,0.0,,0.0,0.0,0.0416007988155
1580779852115424561,,0.744171476364,0.0,0.0,,0.0,0.0,0.0594032600522
1580779852123485268,,0.744171476364,0.0,0.0,,0.0,0.0,0.0831398785114
1580779852136347674,,0.744171476364,0.0,0.0,,0.0,0.0,0.100942344964
1580779852139280838,,0.744171476364,0.0,0.0,,0.0,0.0,0.118744811416
1580779852147337163,,0.744171476364,0.0,0.0,,0.0,0.0,0.136547267437
1580779852155402302,,0.744171476364,0.0,0.0,,0.0,0.0,0.15430226326
1580779852160425163,,0.744171476364,0.0,0.0,,0.0,0.0,0.178038871288
1580779852163294024,,0.744171476364,0.0,0.0,,0.0,0.0,0.195841348171
1580779852171368254,,0.744171476364,0.0,0.0,,0.0,0.0,0.225512108207
1580779852176394777,,0.744171476364,0.0,0.0,,0.0,0.0,0.255182889104
1580779852179363582,,0.744171476364,0.0,0.0,,0.0,0.0,0.284853670001
1580779852187377342,,0.744171476364,0.0,0.0,,0.0,0.0,0.332326906919
1580779852192340024,,0.744171476364,0.0,0.0,,0.0,0.0,0.350129383802
1580779852211486305,,0.744171476364,0.0,0.0,,0.0,0.0,0.397602599859
1580779852259527438,,0.744171476364,0.0,0.0,,0.0,0.0,0.415357595682
1580779852299606488,,0.744171476364,0.0,0.0,,0.0,0.0,0.433160072565
1580779852349548775,,0.744171476364,0.0,0.0,,0.0,0.0,0.433160072565
1580779852399692128,,0.744171476364,0.0,0.0,,0.0,0.0,0.433160072565
1580779852449655803,,0.744171476364,0.0,0.0,,0.0,0.0,0.433160072565
1580779852499795783,,0.744171476364,0.0,0.0,,0.0,0.0,0.433160072565
1580779852539364472,,0.744171476364,0.0,0.0,,0.0,0.0,0.456896680593
1580779852590242377,,0.744171476364,0.0,0.0,,0.0,0.0,0.456896680593
1580779852640249993,,0.744171476364,0.0,0.0,,0.0,0.0,0.456896680593
1580779852659349925,,0.744171476364,0.0,0.0,,0.0,0.0,0.474699157476
1580779852667395345,,0.744171476364,0.0,0.0,,0.0,0.0,0.492501592636
1580779852683383885,,0.744171476364,0.0,0.0,,0.0,0.0,0.510304069519
1580779852704543370,,0.744171476364,0.0,0.0,,0.0,0.0,0.528106546402
1580779852712543679,,0.744171476364,0.0,0.0,,0.0,0.0,0.55184315443
1580779852723576458,,0.744171476364,0.0,0.0,,0.0,0.0,0.575579762459
1580779852731339284,,0.744171476364,0.0,0.0,,0.0,0.0,0.599316370487
1580779852740636163,,0.730607700348,0.0,0.0,,0.0,0.0,0.599316370487
1580779852760526094,,0.713680076599,0.0,0.0,,0.0,0.0,0.599316370487
1580779852787343588,,0.700116300583,0.0,0.0,,0.0,0.0,0.61711884737
1580779852795354969,,0.700116300583,0.0,0.0,,0.0,0.0,0.646789628267
1580779852803432381,,0.700116300583,0.0,0.0,,0.0,0.0,0.670478755236
1580779852811611417,,0.686552524567,0.0,0.0,,0.0,0.0,0.670478755236
1580779852819616767,,0.686552524567,0.0,0.0,,0.0,0.0,0.694215404987
1580779852843336294,,0.67298874855,0.0,0.0,,0.0,0.0,0.694215404987
